epoch,acc,loss,val_acc,val_loss
0,0.9297979798220625,0.2323134983224098,0.9846666666666667,0.04888210580772942
1,0.9751919191967358,0.08509963880133148,0.9864761904761905,0.0415281323623023
2,0.9800606060702391,0.06609836306234802,0.9858095238095238,0.04302211512445605
3,0.9843838384031045,0.05442107600635952,0.9886666666666667,0.03780737247355033
4,0.985030303030303,0.04975066083515383,0.9902857142857143,0.03090743012335484
